run_id,stage,kind,timestamp,elapsed_s,epoch,step,tokens,padded_tokens,ce_nats,bits_per_token,balance,total_loss,lr,masked_accuracy,tok_per_s,padded_per_s,mfu,pad_frac,token_budget,n_oom,peak_gib,note,perplexity
20260923T194423Z,stage1_mlm,event,2026-09-23T19:44:28+00:00,5.8,,0,0,,,,,,,,,,,,8192,1,,OOM #1: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:44:32+00:00,9.2,,0,0,,,,,,,,,,,,8192,2,,OOM #2: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:44:38+00:00,15.2,,0,0,,,,,,,,,,,,8192,3,,OOM #3: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:44:42+00:00,20.0,,0,0,,,,,,,,,,,,8192,4,,OOM #4: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:44:46+00:00,23.7,,0,0,,,,,,,,,,,,8192,5,,OOM #5: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:44:49+00:00,26.4,,0,0,,,,,,,,,,,,8192,6,,OOM #6: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:44:53+00:00,30.4,,0,0,,,,,,,,,,,,8192,7,,OOM #7: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:44:56+00:00,33.1,,0,0,,,,,,,,,,,,8192,8,,OOM #8: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:44:58+00:00,35.7,,0,0,,,,,,,,,,,,8192,9,,OOM #9: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:01+00:00,38.8,,0,0,,,,,,,,,,,,8192,10,,OOM #10: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:05+00:00,42.5,,0,0,,,,,,,,,,,,8192,11,,OOM #11: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:08+00:00,45.2,,0,0,,,,,,,,,,,,8192,12,,OOM #12: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:11+00:00,48.1,,0,0,,,,,,,,,,,,8192,13,,OOM #13: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:14+00:00,51.4,,0,0,,,,,,,,,,,,8192,14,,OOM #14: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:17+00:00,54.6,,0,0,,,,,,,,,,,,8192,15,,OOM #15: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:20+00:00,57.5,,0,0,,,,,,,,,,,,8192,16,,OOM #16: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:23+00:00,60.5,,0,0,,,,,,,,,,,,8192,17,,OOM #17: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:26+00:00,63.8,,0,0,,,,,,,,,,,,8192,18,,OOM #18: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:29+00:00,66.7,,0,0,,,,,,,,,,,,8192,19,,OOM #19: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:32+00:00,69.7,,0,0,,,,,,,,,,,,8192,20,,OOM #20: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:35+00:00,72.7,,0,0,,,,,,,,,,,,8192,21,,OOM #21: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:38+00:00,75.7,,0,0,,,,,,,,,,,,8192,22,,OOM #22: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:42+00:00,79.7,,0,0,,,,,,,,,,,,8192,23,,OOM #23: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:47+00:00,84.4,,0,0,,,,,,,,,,,,8192,24,,OOM #24: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:50+00:00,87.4,,0,0,,,,,,,,,,,,8192,25,,OOM #25: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:52+00:00,89.9,,0,0,,,,,,,,,,,,8192,26,,OOM #26: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:56+00:00,93.4,,0,0,,,,,,,,,,,,8192,27,,OOM #27: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:45:59+00:00,96.0,,0,0,,,,,,,,,,,,8192,28,,OOM #28: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:02+00:00,99.1,,0,0,,,,,,,,,,,,8192,29,,OOM #29: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:04+00:00,101.9,,0,0,,,,,,,,,,,,8192,30,,OOM #30: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:10+00:00,107.8,,0,0,,,,,,,,,,,,8192,31,,OOM #31: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:16+00:00,113.7,,0,0,,,,,,,,,,,,8192,32,,OOM #32: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:21+00:00,118.4,,0,0,,,,,,,,,,,,8192,33,,OOM #33: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:25+00:00,122.0,,0,0,,,,,,,,,,,,8192,34,,OOM #34: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:33+00:00,130.3,,0,0,,,,,,,,,,,,8192,35,,OOM #35: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:36+00:00,133.5,,0,0,,,,,,,,,,,,8192,36,,OOM #36: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:39+00:00,137.0,,0,0,,,,,,,,,,,,8192,37,,OOM #37: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:47+00:00,144.0,,0,0,,,,,,,,,,,,8192,38,,OOM #38: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:51+00:00,148.7,,0,0,,,,,,,,,,,,8192,39,,OOM #39: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:55+00:00,152.9,,0,0,,,,,,,,,,,,8192,40,,OOM #40: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:46:59+00:00,156.5,,0,0,,,,,,,,,,,,8192,41,,OOM #41: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:04+00:00,161.6,,0,0,,,,,,,,,,,,8192,42,,OOM #42: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:09+00:00,166.1,,0,0,,,,,,,,,,,,8192,43,,OOM #43: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:12+00:00,169.5,,0,0,,,,,,,,,,,,8192,44,,OOM #44: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:16+00:00,173.3,,0,0,,,,,,,,,,,,8192,45,,OOM #45: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:19+00:00,176.7,,0,0,,,,,,,,,,,,8192,46,,OOM #46: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:23+00:00,180.4,,0,0,,,,,,,,,,,,8192,47,,OOM #47: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:28+00:00,185.6,,0,0,,,,,,,,,,,,8192,48,,OOM #48: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:37+00:00,194.8,,0,0,,,,,,,,,,,,8192,49,,OOM #49: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:41+00:00,198.6,,0,0,,,,,,,,,,,,8192,50,,OOM #50: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:46+00:00,203.2,,0,0,,,,,,,,,,,,8192,51,,OOM #51: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:49+00:00,206.7,,0,0,,,,,,,,,,,,8192,52,,OOM #52: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:54+00:00,211.7,,0,0,,,,,,,,,,,,8192,53,,OOM #53: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:47:59+00:00,216.2,,0,0,,,,,,,,,,,,8192,54,,OOM #54: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:02+00:00,219.7,,0,0,,,,,,,,,,,,8192,55,,OOM #55: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:06+00:00,223.4,,0,0,,,,,,,,,,,,8192,56,,OOM #56: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:10+00:00,227.6,,0,0,,,,,,,,,,,,8192,57,,OOM #57: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:14+00:00,231.3,,0,0,,,,,,,,,,,,8192,58,,OOM #58: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:17+00:00,235.0,,0,0,,,,,,,,,,,,8192,59,,OOM #59: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:21+00:00,238.8,,0,0,,,,,,,,,,,,8192,60,,OOM #60: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:29+00:00,246.1,,0,0,,,,,,,,,,,,8192,61,,OOM #61: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:34+00:00,251.1,,0,0,,,,,,,,,,,,8192,62,,OOM #62: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:39+00:00,256.5,,0,0,,,,,,,,,,,,8192,63,,OOM #63: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:42+00:00,259.4,,0,0,,,,,,,,,,,,8192,64,,OOM #64: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:46+00:00,263.8,,0,0,,,,,,,,,,,,8192,65,,OOM #65: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:52+00:00,269.8,,0,0,,,,,,,,,,,,8192,66,,OOM #66: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:48:56+00:00,273.4,,0,0,,,,,,,,,,,,8192,67,,OOM #67: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:00+00:00,277.4,,0,0,,,,,,,,,,,,8192,68,,OOM #68: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:08+00:00,285.6,,0,0,,,,,,,,,,,,8192,69,,OOM #69: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:13+00:00,290.0,,0,0,,,,,,,,,,,,8192,70,,OOM #70: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:17+00:00,294.9,,0,0,,,,,,,,,,,,8192,71,,OOM #71: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:22+00:00,299.0,,0,0,,,,,,,,,,,,8192,72,,OOM #72: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:27+00:00,304.4,,0,0,,,,,,,,,,,,8192,73,,OOM #73: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:30+00:00,307.3,,0,0,,,,,,,,,,,,8192,74,,OOM #74: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:33+00:00,310.6,,0,0,,,,,,,,,,,,8192,75,,OOM #75: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:36+00:00,313.4,,0,0,,,,,,,,,,,,8192,76,,OOM #76: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:41+00:00,318.4,,0,0,,,,,,,,,,,,8192,77,,OOM #77: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:44+00:00,321.5,,0,0,,,,,,,,,,,,8192,78,,OOM #78: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:47+00:00,324.6,,0,0,,,,,,,,,,,,8192,79,,OOM #79: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:50+00:00,327.5,,0,0,,,,,,,,,,,,8192,80,,OOM #80: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:53+00:00,330.8,,0,0,,,,,,,,,,,,8192,81,,OOM #81: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:49:57+00:00,334.0,,0,0,,,,,,,,,,,,8192,82,,OOM #82: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:03+00:00,340.7,,0,0,,,,,,,,,,,,8192,83,,OOM #83: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:07+00:00,344.3,,0,0,,,,,,,,,,,,8192,84,,OOM #84: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:10+00:00,347.3,,0,0,,,,,,,,,,,,8192,85,,OOM #85: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:15+00:00,352.5,,0,0,,,,,,,,,,,,8192,86,,OOM #86: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:18+00:00,355.3,,0,0,,,,,,,,,,,,8192,87,,OOM #87: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:20+00:00,357.8,,0,0,,,,,,,,,,,,8192,88,,OOM #88: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:24+00:00,361.3,,0,0,,,,,,,,,,,,8192,89,,OOM #89: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:27+00:00,364.2,,0,0,,,,,,,,,,,,8192,90,,OOM #90: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:29+00:00,366.9,,0,0,,,,,,,,,,,,8192,91,,OOM #91: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:32+00:00,369.9,,0,0,,,,,,,,,,,,8192,92,,OOM #92: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:35+00:00,372.4,,0,0,,,,,,,,,,,,8192,93,,OOM #93: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:38+00:00,375.3,,0,0,,,,,,,,,,,,8192,94,,OOM #94: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:41+00:00,378.1,,0,0,,,,,,,,,,,,8192,95,,OOM #95: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:46+00:00,383.3,,0,0,,,,,,,,,,,,8192,96,,OOM #96: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:49+00:00,386.2,,0,0,,,,,,,,,,,,8192,97,,OOM #97: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:52+00:00,389.5,,0,0,,,,,,,,,,,,8192,98,,OOM #98: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:55+00:00,392.8,,0,0,,,,,,,,,,,,8192,99,,OOM #99: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:50:59+00:00,396.8,,0,0,,,,,,,,,,,,8192,100,,OOM #100: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:51:03+00:00,400.8,,0,0,,,,,,,,,,,,8192,101,,OOM #101: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:51:07+00:00,404.8,,0,0,,,,,,,,,,,,8192,102,,OOM #102: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:51:11+00:00,408.4,,0,0,,,,,,,,,,,,8192,103,,OOM #103: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:51:17+00:00,414.8,,0,0,,,,,,,,,,,,8192,104,,OOM #104: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:51:21+00:00,418.3,,0,0,,,,,,,,,,,,8192,105,,OOM #105: token budget -> 8192,
20260923T194423Z,stage1_mlm,event,2026-09-23T19:51:27+00:00,424.3,,0,0,,,,,,,,,,,,8192,106,,OOM #106: token budget -> 8192,
