run_id,stage,kind,timestamp,elapsed_s,epoch,step,tokens,padded_tokens,ce_nats,bits_per_token,balance,total_loss,lr,masked_accuracy,tok_per_s,padded_per_s,mfu,pad_frac,token_budget,n_oom,peak_gib,note,perplexity
20260925T072856Z,stage1_mlm,event,2026-09-25T07:28:56+00:00,0.1,,12000,1777253610,1940514752,,,,,,,,,,,,,,resumed,
20260925T072856Z,stage1_mlm,step,2026-09-25T07:46:19+00:00,1043.0,,12100,1794292774,1958594176,1.175729,1.696218,0.231414,1.407143,0.0005399559083306335,0.456068,16336.5,17333.9,0.180927,0.083887,180224,0,59.51,,3.240503
20260925T072856Z,stage1_mlm,step,2026-09-25T08:03:15+00:00,2059.3,,12200,1810847186,1976645056,1.175231,1.6955,0.233933,1.409165,0.0005388370731455135,0.456141,16289.2,17761.7,0.185392,0.083878,180224,0,59.51,,3.238892
20260925T072856Z,stage1_mlm,eval,2026-09-25T08:12:12+00:00,2595.4,,12250,1819118550,,1.278426,1.844379,,,,0.376707,,,,,,,,held-out fixed sample,
20260925T072856Z,stage1_mlm,step,2026-09-25T08:20:48+00:00,3111.7,,12300,1827564834,1994595136,1.178031,1.69954,0.236249,1.41428,0.0005376975404572858,0.454136,15884.7,17055.7,0.178024,0.083741,180224,0,59.51,,3.247974
20260925T072856Z,stage1_mlm,step,2026-09-25T08:37:44+00:00,4127.5,,12400,1844107223,2012639168,1.184334,1.708633,0.233641,1.417975,0.0005365610825157085,0.450569,16285.1,17763.4,0.18541,0.083737,180224,0,59.51,,3.26851
20260925T072856Z,stage1_mlm,step,2026-09-25T08:54:41+00:00,5144.9,,12500,1860864453,2030681600,1.176154,1.696832,0.232592,1.408746,0.0005354002909962972,0.455309,16470.8,17734.1,0.185104,0.083626,180224,0,59.51,,3.241882
20260925T072856Z,stage1_mlm,eval,2026-09-25T08:55:03+00:00,5166.5,,12500,1860864453,,1.285151,1.85408,,,,0.37417,,,,,,,,held-out fixed sample,
20260925T072856Z,stage1_mlm,step,2026-09-25T09:12:49+00:00,6232.9,,12600,1877592896,2048686976,1.185648,1.710529,0.229837,1.415485,0.0005342336262413716,0.450619,15376.4,16550.1,0.172746,0.083514,180224,0,59.51,,3.272807
20260925T072856Z,stage1_mlm,step,2026-09-25T09:29:58+00:00,7262.3,,12700,1894167494,2066727936,1.171565,1.690211,0.228065,1.39963,0.0005330670219331439,0.457451,16100.7,17525.2,0.182924,0.083495,180224,0,59.51,,3.22704
20260925T072856Z,stage1_mlm,eval,2026-09-25T09:38:23+00:00,7767.0,,12750,1902437300,,1.282742,1.850606,,,,0.375215,,,,,,,,held-out fixed sample,
20260925T072856Z,stage1_mlm,step,2026-09-25T09:46:45+00:00,8268.7,,12800,1910706130,2084685952,1.154742,1.66594,0.238459,1.393201,0.0005318951471582513,0.466754,16433.6,17844.0,0.186251,0.083456,180224,0,59.51,,3.173204
20260925T072856Z,stage1_mlm,step,2026-09-25T10:03:50+00:00,9294.3,,12900,1927355476,2102763072,1.156109,1.667913,0.237007,1.393117,0.0005307080515841176,0.466998,16232.9,17624.9,0.183965,0.083418,180224,0,59.51,,3.177547
20260925T072856Z,stage1_mlm,step,2026-09-25T10:20:39+00:00,10302.9,,13000,1944164037,2120802624,1.148257,1.656585,0.232969,1.381226,0.0005294995680061658,0.470736,16665.5,17886.0,0.18669,0.083289,180224,0,59.51,,3.152694
20260925T072856Z,stage1_mlm,eval,2026-09-25T10:21:17+00:00,10340.5,,13000,1944164037,,1.277668,1.843285,,,,0.377527,,,,,,,,held-out fixed sample,
20260925T072856Z,stage1_mlm,step,2026-09-25T10:38:34+00:00,11377.8,,13100,1960635845,2138736960,1.164246,1.679652,0.219601,1.383847,0.0005283058990799762,0.462814,15324.2,16684.9,0.174153,0.083274,180224,0,59.51,,3.203506
20260925T072856Z,stage1_mlm,step,2026-09-25T10:55:30+00:00,12393.7,,13200,1977317284,2156735808,1.156006,1.667763,0.230047,1.386052,0.000527088147943662,0.46696,16420.3,17717.1,0.184927,0.08319,180224,0,59.51,,3.177217
