run_id,stage,kind,timestamp,elapsed_s,epoch,step,tokens,padded_tokens,ce_nats,bits_per_token,balance,total_loss,lr,masked_accuracy,tok_per_s,padded_per_s,mfu,pad_frac,token_budget,n_oom,peak_gib,note,perplexity
20260923T230425Z,stage1_mlm,step,2026-09-23T23:14:58+00:00,632.1,,100,10129506,11326336,1.409148,2.032971,0.210975,1.620123,0.00015078291,0.336664,16024.4,17917.7,0.149213,0.105668,131072,0,38.35,,4.092468
20260923T230425Z,stage1_mlm,step,2026-09-23T23:26:00+00:00,1295.0,,200,20358761,22939136,1.313108,1.894414,0.18636,1.499468,0.00030422173499999996,0.36693,15432.1,17519.3,0.145895,0.112488,131072,0,38.35,,3.71771
20260923T230425Z,stage1_mlm,event,2026-09-23T23:26:00+00:00,1295.0,,200,,,,,,,,,,,,,143360,,38.35,budget grown to 143360,
20260923T230425Z,stage1_mlm,step,2026-09-23T23:37:04+00:00,1959.0,,300,30525754,34513856,1.328357,1.916414,0.189184,1.517542,0.00045591581999999996,0.358006,15312.5,17432.6,0.145173,0.115551,143360,0,39.58,,3.774837
20260923T230425Z,stage1_mlm,step,2026-09-23T23:48:21+00:00,2635.8,,400,41160461,46603328,1.312423,1.893427,0.182037,1.494461,0.000599999899467406,0.372304,15712.5,17861.9,0.148748,0.116791,143360,0,41.0,,3.715166
20260923T230425Z,stage1_mlm,event,2026-09-23T23:48:21+00:00,2635.8,,400,,,,,,,,,,,,,157696,,41.0,budget grown to 157696,
20260923T230425Z,stage1_mlm,step,2026-09-24T00:02:54+00:00,3508.2,,500,55842227,62102400,1.309308,1.888933,0.183059,1.492367,0.000599979033209948,0.368004,16829.8,17766.6,0.147955,0.100804,157696,0,43.15,,3.703611
20260923T230425Z,stage1_mlm,step,2026-09-24T00:16:59+00:00,4353.2,,600,69782822,76954304,1.284535,1.853192,0.179074,1.463609,0.0005999253917171912,0.390041,16498.1,17576.6,0.146372,0.093191,157696,0,43.15,,3.612988
20260923T230425Z,stage1_mlm,event,2026-09-24T00:16:59+00:00,4353.2,,600,,,,,,,,,,,,,173056,,43.15,budget grown to 173056,
20260923T230425Z,stage1_mlm,step,2026-09-24T00:29:08+00:00,5082.1,,700,81515250,90225280,1.287334,1.85723,0.179188,1.466522,0.0005998547133079647,0.387645,16094.9,18205.5,0.15161,0.096536,173056,0,48.79,,3.623114
20260923T230425Z,stage1_mlm,step,2026-09-24T00:41:49+00:00,5843.4,,800,93493159,103606848,1.284703,1.853435,0.177924,1.462628,0.0005997582625539215,0.389325,15732.5,17576.1,0.146368,0.097616,173056,0,48.79,,3.613596
20260923T230425Z,stage1_mlm,event,2026-09-24T00:41:49+00:00,5843.4,,800,,,,,,,,,,,,,189440,,48.79,budget grown to 189440,
20260923T230425Z,stage1_mlm,step,2026-09-24T00:53:15+00:00,6529.7,,900,104200871,115911296,1.28693,1.856648,0.17727,1.4642,0.0005996503604112813,0.388612,15604.1,17931.0,0.149324,0.101029,189440,0,51.12,,3.621653
20260923T230425Z,stage1_mlm,step,2026-09-24T01:03:36+00:00,7150.4,,1000,113729219,127125376,1.288269,1.85858,0.174169,1.462439,0.0005995390020121318,0.387102,15350.5,18066.2,0.15045,0.105378,189440,0,51.12,,3.626505
20260923T230425Z,stage1_mlm,event,2026-09-24T01:03:36+00:00,7150.4,,1000,,,,,,,,,,,,,207872,,51.12,budget grown to 207872,
20260923T230425Z,stage1_mlm,step,2026-09-24T01:14:04+00:00,7778.5,,1100,123082388,138550400,1.300723,1.876546,0.172202,1.472925,0.000599416404664222,0.380421,14890.7,18189.2,0.151473,0.111642,207872,0,55.17,,3.67195
20260923T230425Z,stage1_mlm,step,2026-09-24T01:25:22+00:00,8456.2,,1200,133518330,150853952,1.289418,1.860237,0.174021,1.463438,0.0005992580814704003,0.392844,15398.2,18153.9,0.151179,0.114917,207872,0,58.63,,3.630672
20260923T230425Z,stage1_mlm,event,2026-09-24T01:25:22+00:00,8456.2,,1200,,,,,,,,,,,,,228352,,58.63,budget grown to 228352,
20260923T230425Z,stage1_mlm,step,2026-09-24T01:42:12+00:00,9466.6,,1300,150595265,169057024,1.270479,1.832913,0.177298,1.447777,0.0005989652208171706,0.42025,16901.4,18015.9,0.150031,0.109204,228352,0,61.83,,3.562557
20260923T230425Z,stage1_mlm,step,2026-09-24T01:57:54+00:00,10408.9,,1400,166873051,186389952,1.193189,1.721408,0.184008,1.377197,0.000598636269026162,0.493014,17275.2,18394.9,0.153187,0.10471,228352,0,61.83,,3.297581
20260923T230425Z,stage1_mlm,step,2026-09-24T02:14:18+00:00,11392.4,,1500,183623000,204373312,1.158591,1.671494,0.184161,1.342752,0.0005982524149258389,0.502385,17030.9,18285.0,0.152271,0.101531,228352,0,61.83,,3.185442
20260923T230425Z,stage1_mlm,step,2026-09-24T02:31:23+00:00,12417.9,,1600,201001359,222806848,1.109396,1.600521,0.185768,1.295164,0.0005978047649824178,0.513775,16945.9,17974.8,0.149688,0.097867,228352,0,61.83,,3.032528
20260923T230425Z,stage1_mlm,step,2026-09-24T02:47:25+00:00,13379.1,,1700,217527731,240390848,1.031084,1.487539,0.18297,1.214053,0.0005973305425834995,0.539863,17193.8,18294.1,0.152347,0.095108,228352,0,64.41,,2.804103
