run_id,stage,kind,timestamp,elapsed_s,epoch,step,tokens,padded_tokens,ce_nats,bits_per_token,balance,total_loss,lr,masked_accuracy,tok_per_s,padded_per_s,mfu,pad_frac,token_budget,n_oom,peak_gib,note
20260921T174226Z,stage1_mlm,step,2026-09-21T17:43:59+00:00,93.2,,20,143962,166208,1.653103,2.384924,0.258008,1.911111,0.0005953723484067697,0.284036,1544.1,1782.7,0.0029,0.133844,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:44:06+00:00,100.7,,40,296922,334208,1.358809,1.960347,0.215504,1.574313,0.0005757965561343613,0.329453,20468.7,22481.3,0.036574,0.111565,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:44:18+00:00,112.1,,60,444545,500864,1.327727,1.915504,0.19276,1.520487,0.0005429645144929612,0.351232,12973.3,14645.9,0.023827,0.112444,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:44:25+00:00,118.8,,80,595581,668352,1.315894,1.898433,0.185355,1.501249,0.0004976303199818641,0.362334,22434.9,24878.7,0.040474,0.108881,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:44:32+00:00,125.8,,100,753411,837696,1.313104,1.894409,0.178346,1.49145,0.000440072829272388,0.360761,22499.0,24140.4,0.039273,0.100615,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:44:47+00:00,141.2,,120,907740,1004608,1.302477,1.879078,0.174063,1.47654,0.0003769419621324618,0.372211,10025.8,10843.2,0.017641,0.096424,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:44:54+00:00,148.0,,140,1057386,1172352,1.29946,1.874724,0.169681,1.469141,0.00031240185796591144,0.370655,22057.2,24724.8,0.040224,0.098064,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:45:09+00:00,163.4,,160,1211238,1339840,1.290603,1.861947,0.167964,1.458567,0.00024852185058897233,0.386492,9988.7,10874.0,0.017691,0.095983,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:45:15+00:00,169.7,,180,1357534,1507904,1.283674,1.85195,0.166854,1.450528,0.00019109030512953849,0.391043,23299.1,26765.9,0.043545,0.099721,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:45:22+00:00,176.4,,200,1507415,1675584,1.276902,1.84218,0.165064,1.441965,0.00014084771530739794,0.394143,22353.4,25008.0,0.040685,0.100364,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:45:35+00:00,188.9,,220,1655130,1842560,1.282027,1.849575,0.164703,1.446731,0.0001011265027172601,0.390392,11822.1,13363.7,0.021741,0.101723,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:45:41+00:00,194.9,,240,1803807,2009280,1.284748,1.8535,0.162475,1.447224,7.408108446711791e-05,0.388248,24699.7,27697.1,0.04506,0.102262,8192,0,19.99,
20260921T174226Z,stage1_mlm,step,2026-09-21T17:45:55+00:00,208.9,,260,1958140,2177344,1.287213,1.857056,0.162449,1.449663,6.084907469598776e-05,0.385561,11031.1,12012.5,0.019543,0.100675,8192,0,19.99,
